x					y
1.000000000000e+003	2.288930964920e-004
1.258925411794e+003	3.369536952537e-004
1.584893192461e+003	5.083236972780e-004
1.995262314969e+003	7.801919881839e-004
2.511886431510e+003	1.211740788300e-003
3.162277660168e+003	1.897376307283e-003
3.981071705535e+003	2.988256549299e-003
5.011872336273e+003	4.727825437193e-003
6.309573444802e+003	7.511730665031e-003
7.943282347243e+003	1.199201215639e-002
1.000000000000e+004	1.926611622727e-002
1.258925411794e+004	3.123922286667e-002
1.584893192461e+004	5.136642168975e-002
1.995262314969e+004	8.628524412549e-002
2.511886431510e+004	1.496212007500e-001
3.162277660168e+004	2.706522171538e-001
3.981071705535e+004	5.050663102985e-001
5.011872336273e+004	8.535729668545e-001
6.309573444802e+004	9.117586630262e-001
7.943282347243e+004	5.772554149743e-001
1.000000000000e+005	3.112186914282e-001
1.258925411794e+005	1.706170589936e-001
1.584893192461e+005	9.757549798456e-002
1.995262314969e+005	5.772803236211e-002
2.511886431510e+005	3.495221806753e-002
3.162277660168e+005	2.148291024250e-002
3.981071705535e+005	1.333173519882e-002
5.011872336273e+005	8.323985424529e-003
6.309573444802e+005	5.217399600645e-003
7.943282347243e+005	3.278216378063e-003
1.000000000000e+006	2.062961301704e-003
1.258925411794e+006	1.299473745708e-003
1.584893192461e+006	8.190509254668e-004
1.995262314969e+006	5.164434618048e-004
2.511886431510e+006	3.257174166197e-004
3.162277660168e+006	2.054595196946e-004
3.981071705535e+006	1.296145892723e-004
5.011872336273e+006	8.177267753394e-005
6.309573444802e+006	5.159164820327e-005
7.943282347243e+006	3.255076658826e-005
1.000000000000e+007	2.053760273979e-005
