x					y
1.000000000000e+003	9.939144817798e-001
1.258925411794e+003	9.941368462771e-001
1.584893192461e+003	9.944893400407e-001
1.995262314969e+003	9.950481801155e-001
2.511886431510e+003	9.959343210591e-001
3.162277660168e+003	9.973398598533e-001
3.981071705535e+003	9.995702400290e-001
5.011872336273e+003	1.003112017421e+000
6.309573444802e+003	1.008742400477e+000
7.943282347243e+003	1.017707966658e+000
1.000000000000e+004	1.032019591662e+000
1.258925411794e+004	1.054944102349e+000
1.584893192461e+004	1.091820149647e+000
1.995262314969e+004	1.151321308521e+000
2.511886431510e+004	1.246720416984e+000
3.162277660168e+004	1.392283905600e+000
3.981071705535e+004	1.564738524132e+000
5.011872336273e+004	1.544831068719e+000
6.309573444802e+004	1.005978107546e+000
7.943282347243e+004	4.183974408427e-001
1.000000000000e+005	1.484185926188e-001
1.258925411794e+005	5.266609540118e-002
1.584893192461e+005	1.928289283439e-002
1.995262314969e+005	7.259098640217e-003
2.511886431510e+005	2.787071638886e-003
3.162277660168e+005	1.084142795780e-003
3.981071705535e+005	4.252962231807e-004
5.011872336273e+005	1.677411781770e-004
6.309573444802e+005	6.638604927295e-005
7.943282347243e+005	2.633039309706e-005
1.000000000000e+006	1.045766147450e-005
1.258925411794e+006	4.157084864809e-006
1.584893192461e+006	1.653412982517e-006
1.995262314969e+006	6.578458527203e-007
2.511886431510e+006	2.617952935288e-007
3.162277660168e+006	1.041980081857e-007
3.981071705535e+006	4.147580200248e-008
5.011872336273e+006	1.651026392549e-008
6.309573444802e+006	6.572465070940e-009
7.943282347243e+006	2.616447667095e-009
1.000000000000e+007	1.041602010460e-009
