x					y
1.000000000000e+004	9.657627371421e+001
1.258925411794e+004	9.824133928368e+001
1.584893192461e+004	1.002987034117e+002
1.995262314969e+004	1.027953917293e+002
2.511886431510e+004	1.059653125288e+002
3.162277660168e+004	1.095712979667e+002
3.981071705535e+004	1.137060901916e+002
5.011872336273e+004	1.181979284778e+002
6.309573444802e+004	1.226878454521e+002
7.943282347243e+004	1.265350982820e+002
1.000000000000e+005	1.285971443702e+002
1.258925411794e+005	1.263862899928e+002
1.584893192461e+005	1.119462532756e+002
1.995262314969e+005	5.609704816355e+001
2.511886431510e+005	-6.559367802197e+001
3.162277660168e+005	-1.392762500830e+002
3.981071705535e+005	-1.505042545359e+002
5.011872336273e+005	-1.521844682250e+002
6.309573444802e+005	-1.503812378264e+002
7.943282347243e+005	-1.466743838387e+002
1.000000000000e+006	-1.417299688317e+002
1.258925411794e+006	-1.359993353469e+002
1.584893192461e+006	-1.297782896547e+002
1.995262314969e+006	-1.238788875194e+002
2.511886431510e+006	-1.182282990991e+002
3.162277660168e+006	-1.131769075247e+002
3.981071705535e+006	-1.088251161580e+002
5.011872336273e+006	-1.051748275423e+002
6.309573444802e+006	-1.021695034127e+002
7.943282347243e+006	-9.972615205704e+001
1.000000000000e+007	-9.775613403257e+001
