x					y
1.000000000000e+003	3.322304682442e-005
1.258925411794e+003	5.266472381284e-005
1.584893192461e+003	8.349156959302e-005
1.995262314969e+003	1.323836779817e-004
2.511886431510e+003	2.099600873745e-004
3.162277660168e+003	3.331309482632e-004
3.981071705535e+003	5.288991577396e-004
5.011872336273e+003	8.405726778193e-004
6.309573444802e+003	1.338088536848e-003
7.943282347243e+003	2.135609062498e-003
1.000000000000e+004	3.422643366208e-003
1.258925411794e+004	5.522052142365e-003
1.584893192461e+004	9.006171977005e-003
1.995262314969e+004	1.495225929021e-002
2.511886431510e+004	2.557703298410e-002
3.162277660168e+004	4.608045452760e-002
3.981071705535e+004	9.117539333351e-002
5.011872336273e+004	2.110547474009e-001
6.309573444802e+004	4.095371341540e-001
7.943282347243e+004	3.459919137479e-001
1.000000000000e+005	3.344275478836e-001
1.258925411794e+005	4.576510553850e-001
1.584893192461e+005	4.385603883292e-001
1.995262314969e+005	1.308287208215e-001
2.511886431510e+005	6.759169762987e-002
3.162277660168e+005	3.794929212213e-002
3.981071705535e+005	2.323349691842e-002
5.011872336273e+005	1.513520899217e-002
6.309573444802e+005	1.035065766841e-002
7.943282347243e+005	7.363722435138e-003
1.000000000000e+006	5.407050882106e-003
1.258925411794e+006	4.067886790500e-003
1.584893192461e+006	3.115252424346e-003
1.995262314969e+006	2.415608684060e-003
2.511886431510e+006	1.888978382734e-003
3.162277660168e+006	1.485437009519e-003
3.981071705535e+006	1.172360371108e-003
5.011872336273e+006	9.274380162718e-004
6.309573444802e+006	7.347820612386e-004
7.943282347243e+006	5.827007911362e-004
1.000000000000e+007	4.623755594231e-004
