x			y
1.000000000000e+003	6.852803532616e-007
1.258925411794e+003	8.629637030206e-007
1.584893192461e+003	1.086899496119e-006
1.995262314969e+003	1.369308267129e-006
2.511886431510e+003	1.725818323825e-006
3.162277660168e+003	2.176590786512e-006
3.981071705535e+003	2.747978034677e-006
5.011872336273e+003	3.475095783494e-006
6.309573444802e+003	4.406029484642e-006
7.943282347243e+003	5.609039174624e-006
1.000000000000e+004	7.183821856190e-006
1.258925411794e+004	9.284523799589e-006
1.584893192461e+004	1.219741085286e-005
1.995262314969e+004	1.636798876119e-005
2.511886431510e+004	2.267341241801e-005
3.162277660168e+004	3.286745137712e-005
3.981071705535e+004	5.082254900763e-005
5.011872336273e+004	8.636186484553e-005
6.309573444802e+004	1.701691706300e-004
7.943282347243e+004	4.294038607046e-004
1.000000000000e+005	1.291487141421e-003
1.258925411794e+005	2.073092795294e-003
1.584893192461e+005	4.305066925452e-004
1.995262314969e+005	1.513584805799e-004
2.511886431510e+005	7.182504781674e-005
3.162277660168e+005	3.941909170631e-005
3.981071705535e+005	2.358918182118e-005
5.011872336273e+005	1.499719776752e-005
6.309573444802e+005	1.000261970856e-005
7.943282347243e+005	6.946508278555e-006
1.000000000000e+006	5.004572746914e-006
1.258925411794e+006	3.701914841624e-006
1.584893192461e+006	2.799544550241e-006
1.995262314969e+006	2.151514792999e-006
2.511886431510e+006	1.672234713603e-006
3.162277660168e+006	1.309678173971e-006
3.981071705535e+006	1.030915047681e-006
5.011872336273e+006	8.141529979205e-007
6.309573444802e+006	6.443263113792e-007
7.943282347243e+006	5.106123720919e-007
1.000000000000e+007	4.049946050679e-007
